s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
0.0;5.854518180479122;2.1790082863939095;1.6238935122713465;0.0;0.0;0.0
0.07376146343356581;5.880293782978544;2.2481195865093975;1.6276648725967129;0.05112914182841729;0.0;0.0
0.08819547554741047;5.868070491263939;2.255796294486277;1.6255810321176314;-0.1443701489679881;0.0;0.0
0.09761071277205294;5.876660762845129;2.259650373644481;1.6291237110518082;0.3762708097151896;0.0;0.0
0.1055780307362342;5.88432816631818;2.2618158018986168;1.6301188051643516;0.12489700009677605;0.0;0.0
0.10939289434807682;5.883499841751407;2.2580919513660307;1.6282302402623816;-0.49505436999300345;0.0;0.0
0.14296728737560327;5.916985437869973;2.255651721919625;1.6367053860547607;0.25242886104986606;0.1768362882799908;0.17679266235169994
0.18626559037587026;5.889372974031338;2.2890028071113098;1.6320530922851721;-0.10744748517187488;0.0;-0.17692926010303153
0.42789775606112734;5.899841383756375;2.530408100946338;1.6371255742291717;0.020992577414576618;1.0223347916186967;1.0214386014395163
1.5834651044520052;5.738496802136552;3.674656248267997;1.6375512733470592;0.0003683897078610461;1.8222426893852175;0.7997454433717625
2.936189896492607;5.680463499811392;5.026135622443765;1.414601783470121;-0.16481511330964532;1.8192493667971448;-0.0029985313902265933
4.255121144016179;6.262682719467016;6.2096052739167895;1.634718843027652;0.16689047285127506;1.7068846419525674;-0.11233215784324953
4.935506144712246;6.594039889181613;6.803849478979757;1.1437997421291581;-0.7215313394567194;1.770895694220585;0.06400188146619647
6.169337438222724;7.036210592780698;7.955728261545193;1.4587304429763448;0.2552461608840787;1.7676721160488142;-0.003222411918372695
7.392255211750389;7.112043687583746;9.176292566505179;1.5319734612892324;0.059892022095327485;1.85493898227032;0.08728418028314634
8.342787091328635;7.2085240072792285;10.12191532532923;1.5130629696047415;-0.019894642242700523;1.9237854017959934;0.06884190589859207
9.288595561749554;6.2804376350923174;10.304149648333699;2.6211965440361;1.1716257668301477;2.089108910891089;0.16535256393700076
9.998157942977622;6.017976054742616;10.963386094303111;1.3026506107568507;-1.8582523089755558;2.550080589454294;0.46137372881488403
10.8091355585683;5.438118970405755;11.530352102749383;1.6994241820977254;0.489253419222777;2.1291733824545247;-0.420052741041516
11.373651785846048;5.992828813116813;11.425587789839998;0.5986002034832063;-1.9500307084580961;1.756389592447617;-0.37334938133481377
12.677566484308402;6.219701714647007;12.709613579073782;1.5016651989695853;0.6925798110500034;1.5422518996085655;-0.2142127180357932
14.472306237482517;6.311755079549174;14.501991039218177;2.0206154302378954;0.289150686248807;2.1526594519917106;0.6095660808045809
15.037934095717228;6.171011743623386;15.049828777425091;0.41079892379822097;-2.846070049420499;2.0946350448998388;-0.057892674226819436
16.92296307287793;8.050862399259982;15.189455985512144;-0.39492789440115256;-0.42743471212468453;2.0835827768823396;-0.011054402833262367
18.749349592053473;9.81313788943101;14.709796925169677;-1.8051569595579657;-0.7721416306737804;2.9587842505180753;0.8784757262958153
19.976383692963065;9.226215228807234;13.632237425540392;-1.830295860172015;-0.020487532168351284;2.9654616624453145;0.006673725255644316
21.170150300678017;9.13045868098443;12.44231751342684;-2.333719428684309;-0.4217102114088463;2.927699746718858;-0.037748514804981995
22.707807447330403;9.55676085236093;10.964936059864208;-1.3865257141028287;0.615997991908407;2.920101312456827;-0.007597834667134006
24.65424469094991;8.886682398995278;9.137475305242049;-1.8215908255222977;-0.22351869439697014;2.9684549850333872;0.0483921619784635
25.961958333347678;8.639544156558696;7.8533266924878244;-1.3321936743477432;0.3742387746886361;1.683859083582777;-1.2847554887408101
26.341124321490447;8.613203984817549;7.475076719696112;-1.3077239136037289;0.06453574821906348;0.0;-1.6785823776859727
